,Page,Title,Price,Location,Beds,Baths,Area,Badge,Date Added,URL
1531,261,Silver Oaks Corner Apartment 3 Bed With Full Terrace,PKR 6.5 Crore,"Silver Oaks Apartments, F-10",3.0,3.0,7.8 Marla,hot,Added: 4 weeks ago,https://www.zameen.com/Property/f_10_silver_oaks_apartments_silver_oaks_corner_apartment_3_bed_with_full_terrace-53233645-11308-1.html
1532,261,Elegant 5 Marla Single Storey House with Modern Finishing Upper Banigala,PKR 99 Lakh,"Bani Gala, Islamabad",2.0,3.0,5 Marla,hot,Added: 4 weeks ago,https://www.zameen.com/Property/islamabad_bani_gala_elegant_5_marla_single_storey_house_with_modern_finishing_upper_banigala-53233582-340-1.html
1533,261,PWD Best Location Studio Flat For Sale Real Picture Of This Add Is Uploaded Saif Khan Pwd,PKR 36 Lakh,"PWD Housing Society - Block D, PWD Housing Scheme",,1.0,1.1 Marla,hot,Added: 4 weeks ago,https://www.zameen.com/Property/pwd_housing_scheme_pwd_housing_society_-_block_d_pwd_best_location_studio_flat_for_sale_real_picture_of_this_add_is_uploaded_saif_khan_pwd-52962439-15002-1.html
1534,261,House For Sale D17/2 Islamabad,PKR 2.75 Crore,"F-17/2, F-17",5.0,5.0,7.1 Marla,hot,Added: 4 weeks ago,https://www.zameen.com/Property/f_17_f-17_2_house_for_sale_d17_2_islamabad-53233114-3293-1.html
1535,261,E-11 Neat And Clean New Build House Proper 6 Bedroom'S Available For Sale,PKR 9.23 Crore,"E-11, Islamabad",6.0,6.0,18 Marla,hot,Added: 4 weeks ago,https://www.zameen.com/Property/islamabad_e-11_e-11_neat_and_clean_new_build_house_proper_6_bedroom_s_available_for_sale-53197068-329-1.html
1536,261,Luxury Brand New Apartment For Sale In DHA Phase 3,PKR 50 Lakh,"DHA Defence Phase 3, DHA Defence",2.0,2.0,5.2 Marla,hot,Added: 4 weeks ago,https://www.zameen.com/Property/dha_defence_dha_defence_phase_3_luxury_brand_new_apartment_for_sale_in_dha_phase_3-52992798-8412-1.html
1537,261,Apartment For Sale DHA PHASE 3,PKR 77 Lakh,"DHA Defence Phase 3, DHA Defence",3.0,3.0,6.1 Marla,hot,Added: 4 weeks ago,https://www.zameen.com/Property/dha_defence_dha_defence_phase_3_apartment_for_sale_dha_phase_3-52992780-8412-1.html
1538,261,Corner Flat Spread Over 1050 Square Feet In MPCHS - Multi Gardens Available,PKR 1 Crore,"MPCHS - Multi Gardens, B-17",2.0,2.0,4.7 Marla,hot,Added: 4 weeks ago,https://www.zameen.com/Property/b_17_mpchs_-_multi_gardens_corner_flat_spread_over_1050_square_feet_in_mpchs_-_multi_gardens_available-53069623-3115-1.html
1539,261,Bahria Enclave Islamabad Sector C2 10 Marla House For Sale,PKR 5.5 Crore,"Bahria Enclave - Sector C2, Bahria Enclave",4.0,5.0,10 Marla,hot,Added: 4 weeks ago,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_c2_bahria_enclave_islamabad_sector_c2_10_marla_house_for_sale-53231731-11988-1.html
1540,261,4 Marla Brand New Luxury House For Sale in G13/1 isb,PKR 5 Crore,"G-13/1, G-13",4.0,4.0,4 Marla,hot,Added: 4 weeks ago,https://www.zameen.com/Property/g_13_g-13_1_4_marla_brand_new_luxury_house_for_sale_in_g13_1_isb-53224159-3337-1.html
1541,261,"A Beautiful Architect Designed House For Sale In A Block Of NPF, Sector O9",PKR 6 Crore,"National Police Foundation O-9 - Block A, National Police Foundation O-9",6.0,7.0,1 Kanal,hot,Added: 4 weeks ago,https://www.zameen.com/Property/national_police_foundation_o_9_national_police_foundation_o-9_-_block_a_a_beautiful_architect_designed_house_for_sale_in_a_block_of_npf_sector_o9-53221266-16425-1.html
1542,261,Under Construction Mumtaz City 3 Bed Apartment For Sale,PKR 1.9 Crore,"Mumtaz City, Islamabad",3.0,3.0,7.1 Marla,,Added: 1 week ago,https://www.zameen.com/Property/islamabad_mumtaz_city_under_construction_mumtaz_city_3_bed_apartment_for_sale-53319556-3464-1.html
1543,261,i-16 PHA 3rd Floor Flat Available For Sale,PKR 53 Lakh,"I-16, Islamabad",2.0,2.0,4 Marla,,Added: 1 week ago,https://www.zameen.com/Property/islamabad_i-16_i-16_pha_3rd_floor_flat_available_for_sale-53319511-449-1.html
1544,261,FOR SALE 1960 sqft Brand New 3 Bedrooms Furnished Apartment Available Sukh Chayn F_10,PKR 10.25 Crore,"F-10, Islamabad",3.0,3.0,8.7 Marla,,Added: 1 week ago,https://www.zameen.com/Property/islamabad_f-10_for_sale_1960_sqft_brand_new_3_bedrooms_furnished_apartment_available_sukh_chayn_f_10-53114032-162-1.html
1545,261,Sector N 5 Marla New House Excellent Construction Quality Park Facing Back Open House Available for Sale,PKR 2.35 Crore,"Bahria Enclave - Sector N, Bahria Enclave",3.0,5.0,5 Marla,,Added: 1 week ago,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_n_sector_n_5_marla_new_house_excellent_construction_quality_park_facing_back_open_house_available_for_sale-53220959-11975-1.html
1546,261,Fully Luxury Furnished 3 Bedroom Apartment For Sale,PKR 6.25 Crore,"Savoy Residence, F-11",3.0,3.0,9.3 Marla,,Added: 1 week ago,https://www.zameen.com/Property/f_11_savoy_residence_fully_luxury_furnished_3_bedroom_apartment_for_sale-53202244-10656-1.html
1547,261,Single Unit House Is For Sale,PKR 6.3 Crore,"DHA Defence Phase 2, DHA Defence",4.0,5.0,10 Marla,,Added: 1 week ago,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_single_unit_house_is_for_sale-53319311-339-1.html
1548,261,E-11 3 Mpcsh Multi Luxury House For Sale,PKR 13.5 Crore,"E-11/3, E-11",5.0,6.0,16 Marla,,Added: 1 week ago,https://www.zameen.com/Property/e_11_e-11_3_e-11_3_mpcsh_multi_luxury_house_for_sale-53170352-3238-1.html
1549,261,CBR Town Phase 1 Block C 7 Marla Single Storey Old House For Sale,PKR 2.6 Crore,"CBR Town Phase 1 - Block C, CBR Town Phase 1",2.0,3.0,7 Marla,,Added: 1 week ago,https://www.zameen.com/Property/cbr_town_phase_1_cbr_town_phase_1_-_block_c_cbr_town_phase_1_block_c_7_marla_single_storey_old_house_for_sale-53215522-3149-1.html
1550,262,"A Beautiful Architect Designed House For Sale In A Block Of NPF, Sector O9",PKR 6 Crore,"National Police Foundation O-9 - Block A, National Police Foundation O-9",6.0,7.0,1 Kanal,hot,Added: 4 weeks ago,https://www.zameen.com/Property/national_police_foundation_o_9_national_police_foundation_o-9_-_block_a_a_beautiful_architect_designed_house_for_sale_in_a_block_of_npf_sector_o9-53221266-16425-1.html
1551,262,511 Square Yards 5-Bedroom House For Sale In F-8 Spacious &Amp;Amp; Livable,PKR 24.5 Crore,"F-8, Islamabad",5.0,6.0,1 Kanal,hot,Added: 4 weeks ago,https://www.zameen.com/Property/islamabad_f-8_511_square_yards_5-bedroom_house_for_sale_in_f-8_spacious_amp_amp_livable-52944661-166-1.html
1552,262,House For Sale,PKR 14 Crore,"F-10/2, F-10",5.0,5.0,1 Kanal,hot,Added: 4 weeks ago,https://www.zameen.com/Property/f_10_f-10_2_house_for_sale-53230097-3277-1.html
1553,262,"Corner House for Sale in G-6/3, Islamabad | 1,633 Sq Yd | 9 Bedrooms & Bathrooms | Demand: 65 Crore",PKR 65 Crore,"G-6/3, G-6",9.0,7.0,3.3 Kanal,hot,Added: 4 weeks ago,https://www.zameen.com/Property/g_6_g-6_3_corner_house_for_sale_in_g-6_3_islamabad_1_633_sq_yd_9_bedrooms_bathrooms_demand_65_crore-53230176-3364-1.html
1554,262,6 Marla Corner House for Sale in G10,PKR 5.4 Crore,"G-10, Islamabad",4.0,6.0,6.7 Marla,hot,Added: 3 weeks ago,https://www.zameen.com/Property/islamabad_g-10_6_marla_corner_house_for_sale_in_g10-53087620-167-1.html
1555,262,Elegant Triple Storey House For Sale,PKR 19 Crore,"F-10/2, F-10",9.0,7.0,1 Kanal,hot,Added: 2 weeks ago,https://www.zameen.com/Property/f_10_f-10_2_elegant_triple_storey_house_for_sale-52920413-3277-1.html
1556,262,1 Kanal PC Signature Villa For Sale in Park View City Islamabad,PKR 12.25 Crore,"Park View City, Islamabad",6.0,6.0,1 Kanal,hot,Added: 2 weeks ago,https://www.zameen.com/Property/islamabad_park_view_city_1_kanal_pc_signature_villa_for_sale_in_park_view_city_islamabad-52930227-10933-1.html
1557,262,E-7 Luxury House For Sale,PKR 73 Crore,"E-7, Islamabad",6.0,6.0,1.6 Kanal,hot,Added: 2 weeks ago,https://www.zameen.com/Property/islamabad_e-7_e-7_luxury_house_for_sale-52563104-343-1.html
1558,262,5 Marla Brand New Double Storey House Available For Sale,PKR 1.75 Crore,"Bani Gala, Islamabad",4.0,6.0,5 Marla,hot,Added: 3 weeks ago,https://www.zameen.com/Property/islamabad_bani_gala_5_marla_brand_new_double_storey_house_available_for_sale-53051934-340-1.html
1559,262,1 Bed Corner Flat For Sale In D-17/2 Islamabad,PKR 37 Lakh,"D-17, Islamabad",1.0,1.0,1.8 Marla,hot,Added: 3 weeks ago,https://www.zameen.com/Property/islamabad_d-17_1_bed_corner_flat_for_sale_in_d-17_2_islamabad-52586204-737-1.html
1560,262,Five 5 Marla Luxury House,PKR 2.75 Crore,"Faisal Town - F-18, Islamabad",4.0,5.0,5 Marla,hot,Added: 3 weeks ago,https://www.zameen.com/Property/islamabad_faisal_town_-_f-18_five_5_marla_luxury_house-52834951-8260-1.html
1561,262,E-7 Brand New House For Sale,PKR 1.3 Arab,"E-7, Islamabad",10.0,,2.5 Kanal,hot,Added: 3 weeks ago,https://www.zameen.com/Property/islamabad_e-7_e-7_brand_new_house_for_sale-52066899-343-1.html
1562,262,F-6/3 House For Sale,PKR 75 Crore,"F-6, Islamabad",7.0,,2.3 Kanal,hot,Added: 3 weeks ago,https://www.zameen.com/Property/islamabad_f-6_f-6_3_house_for_sale-52037601-164-1.html
1563,262,"Prime Location 10 Marla House Available For Sale In Top City 1 - Block D, Islamabad",PKR 4.25 Crore,"Top City 1 - Block D, Top City 1",6.0,6.0,10 Marla,hot,Added: 3 weeks ago,https://www.zameen.com/Property/top_city_1_top_city_1_-_block_d_prime_location_10_marla_house_available_for_sale_in_top_city_1_-_block_d_islamabad-52261851-9233-1.html
1564,262,2 Bedrooms Apartment Available For Sale In CBR Town,PKR 70 Lakh,"CBR Town Phase 1 - Block C, CBR Town Phase 1",2.0,2.0,4 Marla,hot,Added: 4 weeks ago,https://www.zameen.com/Property/cbr_town_phase_1_cbr_town_phase_1_-_block_c_2_bedrooms_apartment_available_for_sale_in_cbr_town-53141928-3149-1.html
1565,262,2 bed flat with gas for sale on reasonable price,PKR 45 Lakh,"Soan Garden, Islamabad",2.0,2.0,2.4 Marla,hot,Added: 3 weeks ago,https://www.zameen.com/Property/islamabad_soan_garden_2_bed_flat_with_gas_for_sale_on_reasonable_price-53038900-338-1.html
1566,262,F10/3 beautiful location house size 666 sqd yadr urgently sale more details,PKR 16.5 Crore,"F-10/3, F-10",6.0,2.0,1.3 Kanal,hot,Added: 2 weeks ago,https://www.zameen.com/Property/f_10_f-10_3_f10_3_beautiful_location_house_size_666_sqd_yadr_urgently_sale_more_details-52913793-3278-1.html
1567,262,"6 Marla Beautiful For Sale Prime Location,",PKR 4.65 Crore,"DHA Defence Phase 2, DHA Defence",4.0,5.0,5 Marla,,Added: 1 week ago,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_6_marla_beautiful_for_sale_prime_location-53196230-339-1.html
1568,262,Studio Apartment On Installments In F Block B-17,PKR 45 Lakh,"MPCHS - Block F, MPCHS - Multi Gardens",,1.0,1.3 Marla,,Added: 1 week ago,https://www.zameen.com/Property/mpchs_multi_gardens_mpchs_-_block_f_studio_apartment_on_installments_in_f_block_b-17-53272056-8527-1.html
1569,262,Lavish 5 Marla Short Corner House With Modern Interior And Attractive Layout,PKR 2.1 Crore,"MPCHS - Multi Gardens, B-17",4.0,5.0,5 Marla,,Added: 1 week ago,https://www.zameen.com/Property/b_17_mpchs_-_multi_gardens_lavish_5_marla_short_corner_house_with_modern_interior_and_attractive_layout-53162440-3115-1.html
1570,262,ONE CONSTITUTION AVENUE TOWER 1 BED FURNIHED FLAT FOR SALE,PKR 4.5 Crore,"One Constitution Avenue, Constitution Avenue",1.0,1.0,3.6 Marla,,Added: 1 week ago,https://www.zameen.com/Property/constitution_avenue_one_constitution_avenue_one_constitution_avenue_tower_1_bed_furnihed_flat_for_sale-53322848-21856-1.html
1571,262,ONE CONSTITUTION AVENUE TOWER 1 BED AND STUDY ROOM FOR SALE,PKR 5.5 Crore,"One Constitution Avenue, Constitution Avenue",2.0,2.0,4.8 Marla,,Added: 1 week ago,https://www.zameen.com/Property/constitution_avenue_one_constitution_avenue_one_constitution_avenue_tower_1_bed_and_study_room_for_sale-53322796-21856-1.html
1572,262,14 Marla Brand New Stylish Designer House Available For Sale Main 70 Fit Street Near To Double Road,PKR 15.5 Crore,"D-12, Islamabad",6.0,6.0,14 Marla,,Added: 1 week ago,https://www.zameen.com/Property/islamabad_d-12_14_marla_brand_new_stylish_designer_house_available_for_sale_main_70_fit_street_near_to_double_road-53322798-160-1.html
1573,262,G13 Old House For Sale Size 30*60,PKR 6 Crore,"G-13, Islamabad",4.0,6.0,8 Marla,,Added: 1 week ago,https://www.zameen.com/Property/islamabad_g-13_g13_old_house_for_sale_size_30_60-53146088-330-1.html
1574,262,G13/1 Brand New House For Sale Size 4 Marla 25*40,PKR 4 Crore,"G-13, Islamabad",4.0,5.0,4 Marla,,Added: 1 week ago,https://www.zameen.com/Property/islamabad_g-13_g13_1_brand_new_house_for_sale_size_4_marla_25_40-53142579-330-1.html
1575,263,30*60 (8Marla) Like Brand New House For Sale In Islamabad G13/2,PKR 5.5 Crore,"G-13/2, G-13",5.0,,8 Marla,hot,Added: 2 weeks ago,https://www.zameen.com/Property/g_13_g-13_2_30_60_8marla_like_brand_new_house_for_sale_in_islamabad_g13_2-52982659-3338-1.html
1576,263,1 Bed Apartment Available For Sale In Multi Gardens MPCHS B-17 Islamabad.,PKR 81.64 Lakh,"MPCHS - Multi Gardens, B-17",1.0,1.0,3 Marla,hot,Added: 2 weeks ago,https://www.zameen.com/Property/b_17_mpchs_-_multi_gardens_1_bed_apartment_available_for_sale_in_multi_gardens_mpchs_b-17_islamabad-52940713-3115-1.html
1577,263,2 Bedrooms Flat Open View Karakarom Greens,PKR 3.25 Crore,"Karakoram Greens, Gulberg Greens",2.0,2.0,6.9 Marla,hot,Added: 2 weeks ago,https://www.zameen.com/Property/gulberg_greens_karakoram_greens_2_bedrooms_flat_open_view_karakarom_greens-51971886-11832-1.html
1578,263,Double Storey Livable House Margalla Face,PKR 60 Crore,"F-6/3, F-6",6.0,6.0,1.9 Kanal,hot,Added: 3 weeks ago,https://www.zameen.com/Property/f_6_f-6_3_double_storey_livable_house_margalla_face-52917878-3301-1.html
1579,263,Beautiful Designer Villa,PKR 3.15 Crore,"Mumtaz City, Islamabad",6.0,6.0,8 Marla,hot,Added: 4 weeks ago,https://www.zameen.com/Property/islamabad_mumtaz_city_beautiful_designer_villa-52005182-3464-1.html
1580,263,Cube Apartments Studio muree facing apartment up for sale on reasonable price,PKR 67 Lakh,"Bahria Enclave, Bahria Town",,1.0,2.8 Marla,hot,Added: 4 weeks ago,https://www.zameen.com/Property/bahria_town_bahria_enclave_cube_apartments_studio_muree_facing_apartment_up_for_sale_on_reasonable_price-53231934-1705-1.html
1581,263,Brand new solid constructed 4 Bed rooms structure of house for sale in National Police Foundation O-9 Islamabad.,PKR 1.65 Crore,"National Police Foundation O-9, Islamabad",4.0,4.0,5 Marla,hot,Added: 3 weeks ago,https://www.zameen.com/Property/islamabad_national_police_foundation_o-9_brand_new_solid_constructed_4_bed_rooms_structure_of_house_for_sale_in_national_police_foundation_o-9_islamabad-53253093-331-1.html
1582,263,H 13 2.8 Marla Grey Structure For Sale,PKR 48 Lakh,"H-13, Islamabad",2.0,2.0,2.8 Marla,hot,Added: 2 weeks ago,https://www.zameen.com/Property/islamabad_h-13_h_13_2_8_marla_grey_structure_for_sale-53085893-1039-1.html
1583,263,12 Marla House For Sale,PKR 7 Crore,"DHA Phase 2 - Sector F, DHA Defence Phase 2",5.0,6.0,12 Marla,hot,Added: 3 weeks ago,https://www.zameen.com/Property/dha_defence_phase_2_dha_phase_2_-_sector_f_12_marla_house_for_sale-52202276-3201-1.html
1584,263,Goldcrest Highlife 2 1 Bedroom Luxury Apartment For Sale,PKR 45 Lakh,"Goldcrest Highlife, DHA Defence Phase 2",1.0,1.0,2.8 Marla,hot,Added: 3 weeks ago,https://www.zameen.com/Property/dha_defence_phase_2_goldcrest_highlife_goldcrest_highlife_2_1_bedroom_luxury_apartment_for_sale-52907645-21059-1.html
1585,263,1 Bedroom Airbnb Apartment For Sale With High Rental Income,PKR 1.05 Crore,"Diamond Mall & Residency, Gulberg Greens",1.0,1.0,2.4 Marla,hot,Added: 3 weeks ago,https://www.zameen.com/Property/gulberg_greens_diamond_mall_residency_1_bedroom_airbnb_apartment_for_sale_with_high_rental_income-53252890-10982-1.html
1586,263,New Beautiful House For Sale,PKR 2.8 Crore,"Bani Gala, Islamabad",4.0,6.0,6 Marla,hot,Added: 3 weeks ago,https://www.zameen.com/Property/islamabad_bani_gala_new_beautiful_house_for_sale-53252703-340-1.html
1587,263,Corner 3 Beds Apartment Is Available On Instalment/Booking,PKR 5.25 Crore,"Warda Hamna Residencia, G-11 Markaz",3.0,3.0,8.7 Marla,hot,Added: 4 weeks ago,https://www.zameen.com/Property/g_11_markaz_warda_hamna_residencia_corner_3_beds_apartment_is_available_on_instalment_booking-53246066-22209-1.html
1588,263,"Luxurious Apartment, Veranda Executive-G-10",PKR 4.8 Crore,"Veranda Executive, G-10 Markaz",2.0,2.0,7.6 Marla,hot,Added: 4 weeks ago,https://www.zameen.com/Property/g_10_markaz_veranda_executive_luxurious_apartment_veranda_executive-g-10-53242585-21775-1.html
1589,263,House For Sale D-17/2 Islamabad,PKR 2.7 Crore,"D-17, Islamabad",5.0,5.0,7.1 Marla,hot,Added: 4 weeks ago,https://www.zameen.com/Property/islamabad_d-17_house_for_sale_d-17_2_islamabad-53234875-737-1.html
1590,263,2-Bedroom Corner Apartment for Sale | 100% Structure Completed | Park & Margalla Hills Facing | Possession in 1 Year more than 35% finishing done,PKR 1 Crore,"MPCHS - Block B, MPCHS - Multi Gardens",2.0,2.0,4.7 Marla,hot,Added: 4 weeks ago,https://www.zameen.com/Property/mpchs_multi_gardens_mpchs_-_block_b_2-bedroom_corner_apartment_for_sale_100_structure_completed_park_margalla_hills_facing_possession_in_1_year_more_than_35_finishing_done-53216460-3117-1.html
1591,263,"1244 SQ yards E-7 Islamabad Luxury Home with Swimming Pool, Lift & High Rental Income",PKR 1.65 Arab,"E-7, Islamabad",8.0,6.0,2.5 Kanal,hot,Added: 4 weeks ago,https://www.zameen.com/Property/islamabad_e-7_1244_sq_yards_e-7_islamabad_luxury_home_with_swimming_pool_lift_high_rental_income-52945174-343-1.html
1592,263,10 Marla Brand New Luxury House Available For Sale Near To Margalla Avenue Interchange D12,PKR 12.5 Crore,"D-12/2, D-12",5.0,6.0,10 Marla,,Added: 1 week ago,https://www.zameen.com/Property/d_12_d-12_2_10_marla_brand_new_luxury_house_available_for_sale_near_to_margalla_avenue_interchange_d12-53322632-3155-1.html
1593,263,8 Marla Brand New House For Sale Size 30*60,PKR 6.9 Crore,"G-13/3, G-13",5.0,6.0,8 Marla,,Added: 1 week ago,https://www.zameen.com/Property/g_13_g-13_3_8_marla_brand_new_house_for_sale_size_30_60-53272043-3339-1.html
1594,263,G13 Brand New House For Sale Size 35*70,PKR 7.75 Crore,"G-13/3, G-13",6.0,6.0,10 Marla,,Added: 1 week ago,https://www.zameen.com/Property/g_13_g-13_3_g13_brand_new_house_for_sale_size_35_70-53272023-3339-1.html
1595,263,4 marla brand house for sale proper corner with exra land size 25*40,PKR 4.7 Crore,"G-14/4, G-14",2.0,5.0,4 Marla,,Added: 1 week ago,https://www.zameen.com/Property/g_14_g-14_4_4_marla_brand_house_for_sale_proper_corner_with_exra_land_size_25_40-53300304-3346-1.html
1596,263,25/50 ( 5 Marla) Brand New House Available For Sale in G-14-4 Rent value 1.50 Lakh,PKR 5 Crore,"G-14/4, G-14",5.0,6.0,5 Marla,,Added: 1 week ago,https://www.zameen.com/Property/g_14_g-14_4_25_50_5_marla_brand_new_house_available_for_sale_in_g-14-4_rent_value_1_50_lakh-53262596-3346-1.html
1597,263,25/40 ( 4 Marla) House Available For Sale in G13 Rent value 1.10 Lakh,PKR 3.5 Crore,"G-13, Islamabad",4.0,5.0,4 Marla,,Added: 1 week ago,https://www.zameen.com/Property/islamabad_g-13_25_40_4_marla_house_available_for_sale_in_g13_rent_value_1_10_lakh-53246869-330-1.html
1598,263,35*70 Brand New House Available For sale in G13 Rent value 2.75 Lakh,PKR 8.5 Crore,"G-13, Islamabad",6.0,6.0,10 Marla,,Added: 1 week ago,https://www.zameen.com/Property/islamabad_g-13_35_70_brand_new_house_available_for_sale_in_g13_rent_value_2_75_lakh-53241650-330-1.html
1599,263,House For Sale,PKR 9.75 Crore,"D-12, Islamabad",7.0,6.0,8 Marla,,Added: 1 week ago,https://www.zameen.com/Property/islamabad_d-12_house_for_sale-53154081-160-1.html
1600,264,Meher Apartment 2 Bedroom Flat For Sale A Block Sector H-13 Islamabad,PKR 95 Lakh,"Meher Apartments, H-12",2.0,2.0,57.5 Kanal,hot,Added: 3 weeks ago,https://www.zameen.com/Property/h_12_meher_apartments_meher_apartment_2_bedroom_flat_for_sale_a_block_sector_h-13_islamabad-51961758-11052-1.html
1601,264,Fully Furnished Luxurious 2 Bedroom Apartment In Diplomatic Enclave With USD Rental Income,PKR 10.5 Crore,"Karakoram Diplomatic Enclave, Islamabad",2.0,3.0,9.6 Marla,hot,Added: 2 weeks ago,https://www.zameen.com/Property/islamabad_karakoram_diplomatic_enclave_fully_furnished_luxurious_2_bedroom_apartment_in_diplomatic_enclave_with_usd_rental_income-47889719-9063-1.html
