,Type,Price(Cr),Bath(s),Area(Marla),Bedroom(s),Location,Description,Amenities: Main Features,Amenities: Rooms,Amenities: Business and Communication,Amenities: Community Features,Amenities: Healthcare Recreational,Amenities: Other Facilities,IsPrimeLoc,SolarInstalled,WaterBore,CornerHouse,luxury_type,Built in year,Parking Spaces,Floor,Lobby in Building,Elevators,Service Elevators in Building,Floor in Building,Bedrooms,Bathrooms,Servant Quarters,Kitchens,Store Rooms,Community Swimming Pool,Community Gym,Swimming Pool,Sauna,Jacuzzi,Security Staff,Maintenance Staff,Facilities for Disabled,Laundry or Dry Cleaning Facility,Communal/Shared Kitchen,Storey Unit
326,Flat,0.78,2.0,3.6,2.0,DHA Defence,"This is two bedrooms with Attached Bathrooms, TV Lounge, Store room and Kitchen. No Issue Of Electricity, Water And Gas Connections (Cylinder provided by Management). Covered Area 804sqFt. Ready to live and already rented 30P. m All Facilities are available: Lift Elevator Service Available With 24 7 with Electricity Power Backup Security Services 24 7 Gated Community 2 Family Parks Water Filtration Plant On Walking Distance Masjid On Walking Distance Commercial area On Walking Distance Imtiaz Mart Punjab Cash & Carry (20,000 Grocery Items) Carry fort ( Over 30,000 Items ) World Trade Center (Carry fort, National And International Brands, Gloria Jeans, Food Court Etc) APS School, Roots Ivy University Etc For More Information Please Call on","Built in year: 2021, Parking Spaces, Lobby in Building, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floor, Floors in Building, Elevators: 2, Service Elevators in Building, Other Main Features","Bedrooms: 2, Bathrooms: 2, Drawing Room, Dining Room, Kitchens, Study Room, Prayer Room, Powder Room, Steam Room, Lounge or Sitting Room, Laundry Room","Broadband Internet Access, Satellite or Cable TV Ready, Business Center or Media Room in Building, Conference Room in Building, Intercom, ATM Machines, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Sauna, Jacuzzi, Other Healthcare and Recreation Facilities","Maintenance Staff, Security Staff, Laundry or Dry Cleaning Facility, Facilities for Disabled, Pets Not Allowed, Other Facilities",False,False,False,False,0,2021.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,,0.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,
327,Flat,1.1,2.0,5.1,2.0,DHA Defence,"A well-maintained 2-bedroom corner apartment is available for sale in Block-14, Defence Residency DHA Phase 2. Apartment Details: Size: 1150 Sq. Ft 2 Bedrooms with attached bathrooms Spacious TV lounge and sitting area Modern kitchen 2 terraces for open views and ventilation Building Amenities: 24/7 Security 24/7 Electricity 24/7 Water Supply Under-roof car parking Prime Location Walking Distance to: Mosque Commercial area School Giga Mall Main G. T. Road For more details or to schedule a visit, please feel free to contact.","Built in year: 2020, Parking Spaces: 2, Lobby in Building, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floor: 5, Floors in Building: 8, Elevators: 2, Service Elevators in Building, Other Main Features, Furnished","Bedrooms: 2, Bathrooms: 2, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 1, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 1, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, ATM Machines, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Sauna, Jacuzzi, Other Healthcare and Recreation Facilities","Maintenance Staff, Security Staff, Facilities for Disabled, Pets Allowed, Other Facilities",True,False,False,True,0,2020.0,2.0,5.0,1.0,2.0,1.0,8.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,
342,Flat,6.0,4.0,9.8,3.0,Eighteen,"Live in one of Islamabads most prestigious communities with this ready for possession, fully furnished 3-bedroom ground floor apartment in Eighteen Islamabad. Overlooking the golf course, this 2,207 sq. ft. apartment offers unmatched luxury, peace, and convenience ideal for families and investors alike. Project: Eighteen Islamabad Type: 3-Bed Furnished Apartment Size: 2,207 sq. ft. View: Full Golf Course Facing Floor: Ground Floor Bedrooms: 3 Bathrooms: 4 (Attached) Parking: Reserved Covered Parking Furnishing: Fully Furnished with Premium Interior Status: Ready for Possession Apartment Features: Elegant and spacious design with top-tier furnishings Large windows and private terrace with lush golf views Fully equipped kitchen with built-in appliances Stylish bathrooms with imported fittings Central heating and air conditioning Secure, private, and ideal for families or elderly residents Eighteen Amenities: 18-Hole Golf Course Gym, Spa, Swimming Pool & Clubhouse 24/7 Security with CCTV Restaurants, Retail Outlets & Parks Backup Power & Maintenance Services Ideal Location: 15 minutes to Islamabad Airport, direct access from Srinagar Highway Asking Price: PKR 5.80 Crore (Negotiable) Contact: Call/WhatsApp:","Built in year: 2024, Parking Spaces: 3, Lobby in Building, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floor, Floors in Building: 6, Elevators: 4, Other Main Features","Bedrooms: 2, Bathrooms: 2, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 1, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 1, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre","Sauna, Jacuzzi","Security Staff, Other Facilities",False,False,False,False,0,2024.0,3.0,1.0,1.0,4.0,,6.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,
345,Flat,0.85,2.0,2.7,2.0,E-11,E-11/3 Markaz Plaza No 19 2 Bed With Attached Bath 2nd Floor Multi Transfer Urgent Sale,"Parking Spaces: 2, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floor: 2, Floors in Building: 4, Other Main Features","Bedrooms: 2, Bathrooms: 2, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 1, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 1, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, ATM Machines, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Sauna, Jacuzzi, Other Healthcare and Recreation Facilities","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities",False,False,False,False,0,,2.0,2.0,,,,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,2.0
346,Flat,0.75,2.0,4.9,2.0,F-17,"2 Bed Apartment Available. For Sale In F-17 Islamabad. In Win Win Plaza. In Main Markaz. 2 Bedrooms. 2 Baths. TV Lounge. Kitchen. Car Parking Spaces. Electricity , Water And Gas Available. Interested People Can Contact Easily.","Parking Spaces: 1, Flooring","Bedrooms: 2, Bathrooms: 2, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 1, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 1, Steam Room, Lounge or Sitting Room, Laundry Room","Broadband Internet Access, Satellite or Cable TV Ready, Business Center or Media Room in Building, Conference Room in Building, Intercom, ATM Machines, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities",Other Healthcare and Recreation Facilities,,False,False,False,False,1,,1.0,,,,,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,
350,Flat,0.8,1.0,2.0,1.0,DHA Defence,"Redefine your lifestyle with elegant suites offering designer interiors, and world-class amenities. Enjoy 24/7 security, high-speed elevators, and exclusive community facilities all in the heart of DHA Islamabad, managed and operate by MARRIOTT INTERNATIONAL RENTAL AMOUNT from first day. DHA and CDA APPROVED","Built in year: 2024, Parking Spaces, Lobby in Building, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floor: 5, Floors in Building: 10, Elevators, Service Elevators in Building, Other Main Features, Furnished",,"Broadband Internet Access, Satellite or Cable TV Ready, Conference Room in Building, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities",,"Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities",False,False,False,False,0,2024.0,1.0,5.0,1.0,1.0,1.0,10.0,,,,,,1.0,1.0,,,,1.0,1.0,1.0,,,
358,Flat,0.8,2.0,4.7,2.0,E-11,"Al-Mustafa arcade street 15 E-11/4 near to Qurtaba Heights and apollo tower semi-Furnished 2 bed spacious apartment for sale very reasonable price rental value : 65 to 70 thousand per month, 2nd floor separate electric wapda meter , underground car parking grab this opportunity, for visit contact","Built in year: 2016, Parking Spaces: 1, Lobby in Building, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floor: 2, Floors in Building: 6, Elevators, Other Main Features, Furnished","Bedrooms: 2, Bathrooms: 2, Drawing Room, Dining Room, Kitchens, Study Room, Prayer Room, Powder Room, Gym, Steam Room, Lounge or Sitting Room, Laundry Room","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, ATM Machines","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre","Sauna, Jacuzzi","Maintenance Staff, Security Staff, Laundry or Dry Cleaning Facility, Facilities for Disabled",False,False,False,False,0,2016.0,1.0,2.0,1.0,1.0,,6.0,2.0,2.0,,0.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,2.0
359,Flat,3.3,2.0,6.4,2.0,G-11,Capital Height G-11/3 2 bedroom Brand new Apartments for sale Size 1435 square ft Tv Lounge Kitchen Demand 3.30 Crore,"Built in year: 2025, Parking Spaces: 1, Lobby in Building, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floor: 2, Floors in Building: 12, Elevators: 4, Service Elevators in Building, Other Main Features","Bedrooms: 2, Bathrooms: 2, Drawing Room, Dining Room, Kitchens: 1, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 1, Steam Room, Lounge or Sitting Room, Laundry Room","Broadband Internet Access, Satellite or Cable TV Ready, Business Center or Media Room in Building, Conference Room in Building, Intercom, ATM Machines, Other Business and Communication Facilities","Community Lawn or Garden, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Sauna, Jacuzzi, Other Healthcare and Recreation Facilities","Maintenance Staff, Security Staff, Laundry or Dry Cleaning Facility, Communal/Shared Kitchen, Facilities for Disabled, Pets Not Allowed, Other Facilities",False,False,False,False,0,2025.0,1.0,2.0,1.0,4.0,1.0,12.0,2.0,2.0,,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
361,Flat,0.45,1.0,2.1,1.0,Top City 1,"Top City-1 Islamabad is a Prestigious Housing Society located in the Heart of Islamabad, just Top 5 minutes' drive from Zero Point. It is a well-planned Community with wide Roads, Beautiful Parks, and Modern amenities. The society offers a unique blend of luxury and affordability, Making it an Attractive option for Families and Investors alike. Kashmir Highway 2 km Metro Station 2 km M1 one Near mint drive away M2 one mint drive away CPEC 3 mint drive away Islamabad International Airport 2 mint drive away Thaliana interchange Top 5 mint drive away GT Road 5 mint drive away All bus Terminals like Daewoo ,Faisal Movers,Skyways,Road Master ,Kohistan etc. 6 mints drive away Quaid e Azam am International Hospital 7 mints drive away Zoo, School, Park ,Playgrounds ,Community Centre ,Mosque ,Golf Club, Commercial Market 2km Contact","Built in year: 2025, Parking Spaces: 1, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Other Main Features, Furnished","Bedrooms: 1, Bathrooms: 1, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 1, Study Room, Prayer Room, Powder Room, Store Rooms: 1, Lounge or Sitting Room, Laundry Room, Other Rooms","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, ATM Machines, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Jacuzzi, Other Healthcare and Recreation Facilities","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities",False,False,False,False,0,2025.0,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,,
363,Flat,1.25,2.0,5.2,3.0,Kuri Road,"Experience comfortable living in this beautiful 3-bedroom apartment available for sale in the PHA Flats, a secure and well-maintained community. This elegant flat features 2 modern bathrooms, a spacious TV lounge, a fully equipped kitchen, and a balcony with an open scenic view. Perfect for families seeking a peaceful environment with easy access to main roads, schools, hospitals, and shopping centers. The building offers 24/7 security, reserved car parking, and a clean, well-managed setup. Ready to move in book your visit today and make this your new home!","Built in year: 2022, Parking Spaces: 2, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Other Main Features, Furnished","Bedrooms: 3, Bathrooms: 2, Servant Quarters: 2, Drawing Room, Dining Room, Kitchens: 1, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 1, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Sauna, Jacuzzi, Other Healthcare and Recreation Facilities","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities",False,False,False,False,0,2022.0,2.0,,,,,,3.0,2.0,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,
364,Flat,4.95,4.0,9.3,3.0,G-11,"*For Sale - Brand New 3Bed Apartment, WardaHamna 2 & 3 Two Options available For Sale 1st Floor & 3rd Floor 3 bed with 3 attached baths TV Lounge Dining Kitchen Store Nayatel DSL internet Gas and electric meter installed New Building Walking Distance Park And Market laundry Extra storage upper Cabinets & Chester drawers Lovely view from balcony 2100 Square feet Sale demand 495lac Fully Family environment 24Hour Security CCTV and Security Guards Top Best building in Islamabad More details please contact Raja Danish","Built in year: 2022, Parking Spaces: 1, Lobby in Building, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floor: 1, Floors in Building: 6, Elevators: 3, Service Elevators in Building, Other Main Features, Furnished","Bedrooms: 3, Bathrooms: 4, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 1, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 1, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Sauna, Jacuzzi, Other Healthcare and Recreation Facilities","Maintenance Staff, Security Staff, Laundry or Dry Cleaning Facility, Facilities for Disabled, Other Facilities",False,False,False,False,0,2022.0,1.0,1.0,1.0,3.0,1.0,6.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0
