,Type,Price(Cr),Bath(s),Area(Marla),Bedroom(s),Location,Description,Amenities: Main Features,Amenities: Rooms,Amenities: Business and Communication,Amenities: Community Features,Amenities: Healthcare Recreational,Amenities: Other Facilities,IsPrimeLoc,SolarInstalled,WaterBore,CornerHouse,luxury_type,Built in year,Parking Spaces,Floor,Bedrooms,Bathrooms,Servant Quarters,Kitchens,Store Rooms,Swimming Pool,Storey Unit,BedBath_Diff
244,House,3.2,4.0,6.0,4.0,Korang Town,"30x50 Brand New House For Sale In Korang Town Safari Block The 6 Marla property you must explore. Become part of the ultimate lifestyle that awaits you in Korang Town. At a price of PKR Rs. 32000000, this property has everything you've been looking for! New house for sale have just popped up, so book an appointment today to find your dream home. A House like this can be hard to come by, so hurry up and book now. For those of you who are interested, Korang Town is offering a lucrative opportunity of investment. Fill the web form and we'll reach out to you as soon as possible.","Built in year: 2025, Parking Spaces: 1, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 2, Other Main Features, Furnished","Bedrooms: 3, Bathrooms: 4, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 2, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 1, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Lawn or Garden, Swimming Pool, Sauna, Jacuzzi, Other Healthcare and Recreation Facilities","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities",False,False,False,False,0,2025.0,1.0,2.0,3.0,4.0,1.0,2.0,1.0,1.0,2.0,0.0
245,House,8.5,6.0,20.0,6.0,PWD Housing Scheme,"Brand New One Kanal House For Sale In Pwd Block B It's Brand New If you have a budget of Rs. 85000000, here is the listing you must explore. Don't miss out the chance of acquiring one of these 1 Kanal sized property. Finding a proper piece of real estate in a city like PWD Housing Scheme is now easier because we have one for you. You can enjoy a lavish lifestyle in the House surrounded by all kinds of activities. If you want to buy this property for setting up your very own real estate space, then please heed our words, and book it on the double. PWD Housing Scheme is known for the best property options. Hurry up and call us.","Built in year: 2018, Flooring, Electricity Backup, Waste Disposal",,"Broadband Internet Access, Satellite or Cable TV Ready, Intercom","Community Lawn or Garden, Mosque",,"Maintenance Staff, Security Staff, Other Facilities",False,False,False,False,1,2018.0,,,,,,,,,,0.0
246,House,1.8,5.0,5.0,4.0,University Town,5 Marla Double story : : 5 Minutes Drive From Islamabad International Airport Islamabad ultra modern design house : 25 X 50.05Marla : Electricity Water Boring Nearby Mosque Nearby Market Nearby Airport,"Built in year: 2024, Parking Spaces: 2, Double Glazed Windows, Flooring, Electricity Backup, Floors: 2","Bedrooms: 4, Bathrooms: 4, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 2, Study Room, Prayer Room, Store Rooms: 1, Lounge or Sitting Room, Laundry Room, Other Rooms","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities",,"Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities",False,False,True,False,1,2024.0,2.0,2.0,4.0,4.0,1.0,2.0,1.0,,2.0,-1.0
248,House,4.0,5.0,7.0,4.0,Gulberg,"I-Block Beautiful 7 Marla Luxury Home. A one of a kind designer house with a designer style garage and terrace. For Sale Gulberg Residencia I-Block Beautiful luxury home with 4 bedrooms with option of converting upstairs dining room into 5th bedroom 5 attached bathrooms 1 powder room 1 large mumty with attached bathroom Sliding gate 2 car park space 3 separate entrances- 1 main door, 2 dining room, 3 guest bedroom 2 beautifully designed kitchens with outside entrances 2 separate portions floor plan Imported fittings 1 study room with terrace Spacious rooftop. Demand 4 Cr","Built in year: 2025, Parking Spaces: 2, Double Glazed Windows, Flooring, Electricity Backup, Waste Disposal, Floors: 2","Bedrooms: 4, Bathrooms: 4, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 2, Study Room, Prayer Room, Powder Room, Store Rooms, Lounge or Sitting Room, Laundry Room","Broadband Internet Access, Satellite or Cable TV Ready",Mosque,Lawn or Garden,"Maintenance Staff, Security Staff, Facilities for Disabled",False,False,False,False,0,2025.0,2.0,2.0,4.0,4.0,1.0,2.0,,,2.0,-1.0
249,House,1.5,4.0,5.0,4.0,Airport Enclave,"5marla double story house 4bed bath 1 kitchen parking tiles flooring beautiful location for sale v soon If you're thinking of moving to Airport Enclave, we have the right options for you. A spacious property with modern features is available for sale. Such a steal deal is hard to come by again. 5 Marla property is on a very lucrative offer right now, so don't miss it! The House has an interior that pays attention to the finer details. Airport Enclave is known for beautiful properties with the best facilities. The House is valued at a price of PKR Rs. 15000000 and it's the best opportunity for investment. The details of the property are listed down below. Stay healthy and warm indoors during winters with the central heating system in your House. Hosting parties in summers can be a breeze with central air-conditioning that is part of the House. The premise is kept clean at all times through an effective waste disposal management service. A furnished House takes the burden of decorating off your shoulders and you can just enjoy the space. Double glazed windows don't just elevate the look of the house but are also noise canceling. The lawn outside can be used as a garage to park your cars. Call us today to find out more.","Built in year: 2025, Parking Spaces: 1, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 2, Other Main Features, Furnished","Bedrooms: 5, Bathrooms: 6, Servant Quarters: 2, Drawing Room, Dining Room, Kitchens: 3, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 2, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Lawn or Garden, Swimming Pool, Sauna, Jacuzzi, Other Healthcare and Recreation Facilities","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities",False,False,False,False,0,2025.0,1.0,2.0,5.0,6.0,2.0,,2.0,1.0,2.0,0.0
250,House,13.75,6.0,20.0,7.0,DHA Defence,*property Details* - Area - DHA-2 ISLAMABAD - Property Size - 1 kanal (90 50) - Location - Sec E - Near By - Near to gate 7 - 5 mint drive to expressway islamabad - House Highlights - double Unit house *House Details* - (07)bedrooms with attached washrooms - Drawing & Dinning area - Powder Room - Tv Lounge - Kitchen (2 ) - Servant Quarter (2 ) *PRICE 13.75CRORE,"Built in year: 2025, Parking Spaces: 3, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 2, Other Main Features, Furnished","Bedrooms: 5, Bathrooms: 6, Servant Quarters: 2, Drawing Room, Dining Room, Kitchens: 2, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 2, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Lawn or Garden, Swimming Pool, Sauna, Jacuzzi, Other Healthcare and Recreation Facilities","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities",False,False,False,False,0,2025.0,3.0,2.0,5.0,6.0,2.0,2.0,2.0,1.0,2.0,1.0
251,House,26.0,6.0,26.0,6.0,F-8,"Prime Location House For Sale With Extraland Size 666 Sq Yard Sun Facing Cda Transfer Demand 26 Crore Attached Image Are Just For Reference Ideal Location. Reasonable Price. Grab This Auspicious Opportunity To Execute Your Dreams Into Reality. It Is Sure To Be A Profitable Deal For Any Genuine Client. The Right Place To Invest Your Money. Interested Persons Welcome To Visit The Property. Please Feel Free To Call Us If You Need Further Details About It. We Request That Only Serious Individuals Contact Us To Make An Immediate Deal, And Please Do Not Forget To Mention Zameen. com When Calling.","Built in year: 2023, Parking Spaces, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors, Other Main Features, Furnished","Bedrooms: 7, Bathrooms: 7, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 2, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 1, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Lawn or Garden, Swimming Pool, Sauna, Jacuzzi, Other Healthcare and Recreation Facilities","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities",True,False,False,False,0,2023.0,1.0,1.0,7.0,7.0,1.0,2.0,1.0,1.0,1.0,0.0
252,House,5.65,4.0,5.0,3.0,D-12,Size 25*50 Single unit house 3 beds with attach bath 1 drawing 2 lounge 1 kitchen 1 servant quarter 2 car parking 50 feet road Margalla facing Direct deal to allotted,"Built in year: 2025, Parking Spaces: 1, Flooring, Electricity Backup, Waste Disposal, Other Main Features",,"Broadband Internet Access, Satellite or Cable TV Ready","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre",,"Maintenance Staff, Security Staff",False,False,False,False,1,2025.0,1.0,,,,,,,,1.0,-1.0
255,House,2.7,4.0,5.0,4.0,Faisal Town - F-18,"5 Marla FURNISHED HOUSE. Brand New House Available For Sale. In Faisal Town F-18 Block C Islamabad. House Dimension: 25*50. 4 Bedrooms. 4 Baths. 2 Drawing Dining. 2 TV Lounge. 2 Kitchen. 1 Car Parking Space. Near to Markaz. Near to Park. Near to Masjid. Electricity , Water and Available. Interested People Can Contact Easily. Faisal Town is a Good Society for Residence and Investment. Because Developed and Constructed Society. Masjid , Markaz , Bank , Schools , Hospital Available. Transparent Dealing. MBM Real Estate & Builders Interested People Can Contact Easily.","Parking Spaces: 1, Flooring, Floors: 2","Bedrooms: 4, Bathrooms: 4, Drawing Room, Dining Room, Kitchens: 2, Lounge or Sitting Room, Laundry Room","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Lawn or Garden, Swimming Pool, Sauna, Jacuzzi, Other Healthcare and Recreation Facilities","Maintenance Staff, Security Staff, Facilities for Disabled",False,False,False,False,1,,1.0,2.0,4.0,4.0,,2.0,,1.0,2.0,0.0
256,House,3.65,4.0,4.0,4.0,G-13,*G-13* Islamabad G-13 Islamabad 25*40 Brand New House available for sale Tiles flooring Heighted location Beautiful constructed house Double Story House 4 Beds attached bath 2 Tv laundge Top flour servant room with attached bath 2 kitchen separate 1 Car parking space Bore available Demand 4.15 For more details,"Built in year: 2025, Parking Spaces: 1, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 2, Other Main Features, Furnished","Bedrooms: 4, Bathrooms: 4, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 2, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 1, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Lawn or Garden, Swimming Pool, Sauna, Jacuzzi, Other Healthcare and Recreation Facilities","Security Staff, Other Facilities",False,False,False,False,0,2025.0,1.0,2.0,4.0,4.0,1.0,2.0,1.0,1.0,2.0,0.0
257,House,2.45,5.0,5.0,4.0,B-17,"5 Marla Double Unit House Available. For sale House b-17 Islamabd. House Size 30*60. Luxury house A+ construction Double Story. Double Unit. Near to masque 4 Bedrooms. 6 Baths. 2 Drawing Dining. 2 Kitchen. 2 Study Rooms. Mumty + Washroom. Car Parking Space. Gas, Water Available Water Bore. Double Unit Investor Rate Ideal Location. Reasonable Price. proper corner House B-17 is a Good Society for Residence. Because Neat and Clean. 24 Hours Security. All Basic and Necessary Facilities Available. Interested People Can Contact Easily.","Built in year: 2005, Parking Spaces: 2, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal",,"Broadband Internet Access, Satellite or Cable TV Ready","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre",,,False,False,True,True,0,2005.0,2.0,,,,,,,,2.0,-1.0
258,House,2.3,5.0,5.0,4.0,B-17,"5 Marla Double Unit House Available. For Rent in B-17 Islamabd. House Size 26*50 Luxury house A+ construction Double Story. Double Unit. Near to masque 4 Bedrooms. 6 Baths. 2 Drawing Dining. 2 Kitchen. 2 Study Rooms. Mumty + Washroom. Car Parking Space. Gas, Water Available Water Bore. Double Unit Investor Rate Ideal Location. Reasonable Price. 23000000 proper corner B-17 is a Good Society for Residence. Because Neat and Clean. 24 Hours Security. All Basic and Necessary Facilities Available. Interested People Can Contact Easily.","Built in year: 2025, Parking Spaces: 1, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 2, Other Main Features","Bedrooms: 4, Bathrooms: 5, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 2, Study Room, Prayer Room, Powder Room, Store Rooms: 1, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Lawn or Garden, Swimming Pool, Sauna, Jacuzzi, Other Healthcare and Recreation Facilities","Maintenance Staff, Security Staff",False,False,True,True,0,2025.0,1.0,2.0,4.0,5.0,1.0,2.0,1.0,1.0,2.0,-1.0
